depression|C0154404|Moderate Major Depression, Single Episode
depression|C0154409|Recurrent Major Depressive Episodes
depression|C0154410|Mild Recurrent Major Depression
depression|C0154411|Moderate Recurrent Major Depression
depression|C0154588|Adjustment Disorder With Mixed Anxiety And Depressed Mood
depression|C0221074|Postpartum Depression
depression|C0221480|Recurrent Depression
depression|C0235136|Agitated Depression
depression|C0236764|Recurrent Major Depression In Partial Remission
depression|C0236773|Depressed Bipolar I Disorder
depression|C0270455|Mild Major Depression
depression|C0270456|Moderate Major Depression
depression|C0270458|Severe Major Depression With Psychotic Features
depression|C0270459|Severe Major Depression With Psychotic Features, Mood-Congruent
depression|C0270461|Major Depression In Remission
depression|C0270462|Major Depression In Partial Remission
depression|C0270497|Schizoaffective Disorder, Depressive Type
depression|C0282126|Neurotic Depression
depression|C0338866|Bipolar Affective Disorder, Currently Depressed, Mild
depression|C0338867|Bipolar Affective Disorder, Currently Depressed, Moderate
depression|C0338890|Recurrent Major Depressive Episodes, Moderate
depression|C0338908|Mixed Anxiety And Depressive Disorder
depression|C0344315|Depressed Mood
depression|C0349217|Depressive Episode
depression|C0520618|Mood Disorder With Depressive Features Due To General Medical Condition
depression|C0520647|Bipolar I Disorder, Most Recent Episode Depressed With Postpartum Onset
depression|C0520665|Menopausal Depression
depression|C0520671|Chronic Recurrent Major Depressive Disorder
depression|C0581391|Chronic Depression
depression|C0588006|Mild Depression
depression|C0588007|Moderate Depression
depression|C0588008|Severe Depression
depression|C0677661|Emotional Upset
depression|C0743072|Depressive Psychoses
depression|C1269683|Major Depressive Disorder
depression|C1306324|Emotional Crisis
depression|C1386135|Acute Depression
depression|C1579931|Depressed - Symptom
depression|C2118796|Severe Recurrent Major Depression
depression|C3472470|Severe Major Depression
depression|C3665435|Recurrent Major Depressive Episodes, Mild
depression|C3665457|Chronic Depressive Personality Disorder
depression|C4304584|Moderately Severe Major Depression
depression|C4305327|Minimal Depression
depression|C4518519|Major Depression With Psychotic Features
fatigue|C0015672|Fatigue
fatigue|C0015674|Chronic Fatigue Syndrome
fatigue|C0023380|Lethargy
fatigue|C0024528|Malaise And Fatigue
fatigue|C0231218|Malaise
fatigue|C0392674|Exhaustion
fatigue|C0424585|Tires Quickly
fatigue|C0439055|Tired All The Time
fatigue|C0849970|Tired
fatigue|C2732413|Postexertional Fatigue
fatigue|C3875100|Fatigue Due To Treatment
fatigue|C4075947|Occasionally Tired
joint pain|C0003862|Joint Pain
joint pain|C0007859|Neck Pain
joint pain|C0019559|Hip Pain
joint pain|C0037011|Shoulder Pain
joint pain|C0151451|Greater Trochanteric Pain Syndrome
joint pain|C0162296|Multiple Joint Pain
joint pain|C0231608|Girdle Pain
joint pain|C0231749|Knee Pain
joint pain|C0238656|Ankle Pain
joint pain|C0241039|Pain Of Left Shoulder Joint
joint pain|C0241040|Pain Of Right Shoulder Joint
joint pain|C0409326|Anterior Knee Pain
joint pain|C0458225|Lumbar Facet Joint Pain
joint pain|C0581323|Clavicle Pain
joint pain|C0746815|Chronic Neck Pain
joint pain|C1960989|Pain Radiating To Neck
joint pain|C2032363|Pain Of Left Temporomandibular Joint
joint pain|C2139394|Pain Of Left Ankle Joint
joint pain|C2141922|Pain Of Left Hip Joint
joint pain|C2142181|Pain In Left Knee
joint pain|C2184203|Bilateral Shoulder Joint Pain
joint pain|C2202100|Pain In Right Hip Joint
joint pain|C2202235|Pain In Right Knee
joint pain|C2220048|Bilateral Knee Pain
joint pain|C2919460|Joint Pain In Ankle And Foot
joint pain|C4280831|Pain Of Joint Of Left Lower Leg
joint pain|C4281048|Pain Of Joint Of Bilateral Lower Legs
joint pain|C4544099|Bilateral Temporomandibular Joint Pain
joint pain|C4551516|Hip Pain
joint pain|C5190491|Chronic Sacroiliac Joint Pain
shortness of breath|C0013404|Dyspnea
shortness of breath|C0231807|Dyspnea On Exertion
shortness of breath|C0344357|Nocturnal Dyspnea
shortness of breath|C0566271|Unable To Breathe
shortness of breath|C0574066|Increasing Breathlessness
shortness of breath|C0743330|Dyspnea At Rest
shortness of breath|C1956415|Paroxysmal Nocturnal Dyspnea
shortness of breath|C3241964|Winded
shortness of breath|C5396924|Chronic Dyspnea
headaches|C0007863|Cervico-Occipital Neuralgia
headaches|C0009088|Cluster Headache
headaches|C0018681|Headache
headaches|C0028838|Ocular Headache
headaches|C0032816|Posttraumatic Headache
headaches|C0033893|Psychogenic Headache
headaches|C0037195|Sinus Headache
headaches|C0042331|Migraine Variants
headaches|C0042376|Vascular Headache
headaches|C0149931|Migraine
headaches|C0154723|Migraine With Aura
headaches|C0231613|Occipital Headache
headaches|C0239886|Frontal Headache
headaches|C0269226|Menstrual Migraine
headaches|C0270697|Headache Following Lumbar Puncture
headaches|C0270858|Abdominal Migraine
headaches|C0270860|Basilar Migraine
headaches|C0270862|Hemiplegic Migraine
headaches|C0338480|Migraine Without Aura
headaches|C0338481|Ophthalmic Migraine
headaches|C0338483|Complicated Migraine
headaches|C0338486|Migraine Aura Without Headache
headaches|C0393736|Muscular Headache
headaches|C0393737|Episodic Tension-Type Headache
headaches|C0393738|Chronic Tension-Type Headache
headaches|C0393739|Episodic Cluster Headache
headaches|C0393745|Chronic Post-Traumatic Headache
headaches|C0393754|Headache Associated With Sexual Activity
headaches|C0423618|Throbbing Headache
headaches|C0423619|Aching Headache
headaches|C0423621|Temporal Headache
headaches|C0423623|Bilateral Headache
headaches|C0423718|Thalamic Pain
headaches|C0439024|C/O - A Headache
headaches|C0458101|Cervicogenic Headache
headaches|C0474366|Generalized Headache
headaches|C0477373|Other Forms Of Migraine Nos
headaches|C0520961|Drug Withdrawal Headache
headaches|C0521668|Primary Thunderclap Headache
headaches|C0522253|Benign Exertional Headache
headaches|C0522254|Analgesic Overuse Headache
headaches|C0581875|Viral Headache
headaches|C0581880|Morning Headache
headaches|C0744633|Acute Headache
headaches|C0744644|Migraine Variant With Headache
headaches|C0751185|Cough Headache Syndrome
headaches|C0751191|Idiopathic Stabbing Headache
headaches|C0752147|Chronic Daily Headache
headaches|C0877781|Unilateral Headache
headaches|C0948396|Frequent Headache
headaches|C1168188|Intermittent Headache
headaches|C1579821|Psychogenic Headache
headaches|C1735856|Migraine With Typical Aura
headaches|C1827052|Refractory Migraine With Aura
headaches|C1827629|Refractory Migraine
headaches|C1960870|Transformed Migraine
headaches|C2316225|Chronic Headache Disorder
headaches|C2349423|Medication Overuse Headache
headaches|C2349426|New Daily Persistent Headache
headaches|C2875221|Intractable Episodic Cluster Headache
headaches|C2875239|Intractable Episodic Tension-Type Headache
headaches|C3661947|Daily Headache
headaches|C3853085|Postural Headache
nausea and/or vomiting|C0027497|Nausea
nausea and/or vomiting|C0027498|Nausea And Vomiting
nausea and/or vomiting|C0042963|Vomiting
nausea and/or vomiting|C0151791|Nausea, Vomiting And Diarrhea
nausea and/or vomiting|C0152164|Cyclical Vomiting Syndrome
nausea and/or vomiting|C0152165|Persistent Vomiting
nausea and/or vomiting|C0221151|Projectile Vomiting
nausea and/or vomiting|C0232598|Chronic Vomiting
nausea and/or vomiting|C0232599|Bilious Vomiting
nausea and/or vomiting|C0232600|Self-Induced Vomiting
nausea and/or vomiting|C0232602|Retching
nausea and/or vomiting|C0240352|Morning Nausea
nausea and/or vomiting|C0401157|Intermittent Vomiting
nausea and/or vomiting|C0423583|Nausea Present
nausea and/or vomiting|C0474496|Diarrhea And Vomiting, Symptom
nausea and/or vomiting|C0520906|Increased Nausea And Vomiting
nausea and/or vomiting|C0558175|Vomiting Food
nausea and/or vomiting|C0577081|Vomit Contains Blood
nausea and/or vomiting|C1510416|Coffee Ground Vomiting
nausea and/or vomiting|C1740793|Post-Tussive Vomiting
nausea and/or vomiting|C2129318|Morning Vomiting
nausea and/or vomiting|C3697880|Intractable Nausea And Vomiting
myalgia|C0016053|Fibromyalgia
myalgia|C0026893|Myalgia And Myositis Unspecified
myalgia|C0038048|Sprains And Strains Of Joints And Adjacent Muscles
myalgia|C0080194|Muscle Strain
myalgia|C0231528|Muscle Pain
myalgia|C0234233|Soreness
myalgia|C0236040|Pain In Calf
myalgia|C0262573|Strain Of Neck Muscle
myalgia|C0347721|Strain Of Back Muscle
myalgia|C0521516|Polymyalgia
myalgia|C0559440|Strain Of Tendon Of Medial Thigh Muscle
myalgia|C0563242|Strain Of Abdominal Muscle
myalgia|C0563284|Strain Of Calf Muscle
myalgia|C0575064|Skeletal Muscle Tender
myalgia|C0751152|Primary Fibromyalgia Syndrome
myalgia|C2145874|Strain Of Trapezius Muscle
myalgia|C2145875|Strain Of Left Trapezius Muscle
myalgia|C2145876|Strain Of Right Trapezius Muscle
myalgia|C4076753|Myalgia Of Pelvic Floor
myalgia|C4281016|Strain Of Flexor Muscle Of Right Hip
gastroesophageal reflux|C0017168|Gastroesophageal Reflux Disease
gastroesophageal reflux|C0018834|Heartburn
gastroesophageal reflux|C0232483|Reflux
gastroesophageal reflux|C1168250|Laryngopharyngeal Reflux
gastroesophageal reflux|C1268942|Gastroesophageal Reflux Disease With Hiatal Hernia
gastroesophageal reflux|C4317146|Acid Reflux
cough|C0010200|Cough
cough|C0010201|Chronic Cough
cough|C0151574|Decreased Coughing
cough|C0231911|Paroxysmal Cough
cough|C0231912|Nocturnal Cough
cough|C0231916|Cough After Eating
cough|C0234866|Barking Cough
cough|C0239133|Hacking Cough
cough|C0239134|Productive Cough
cough|C0240351|Morning Cough
cough|C0277870|Spasmodic Cough
cough|C0338946|Psychogenic Cough
cough|C0423730|Painful Cough
cough|C0425497|Unable To Cough
cough|C0455777|Coughing Ineffective
cough|C0562483|Persistent Cough
cough|C0566525|Difficulty Coughing
cough|C0574067|Increasing Frequency Of Cough
cough|C0577662|Allergic Cough
cough|C0577920|Effective Cough
cough|C0586750|Cough On Exercise
cough|C0687152|Does Cough
cough|C0694548|Cough Variant Asthma
cough|C0850149|Dry Cough
cough|C1536391|Coughing Up Phlegm
cough|C4708767|Cough Strength
back pain|C0004604|Backache
back pain|C0016199|Flank Pain
back pain|C0024031|Low Back Pain
back pain|C0036396|Sciatica
back pain|C0423673|Pain In Spine
back pain|C0423674|Pain In Cervical Spine
back pain|C0423677|Acute Back Pain With Sciatica
back pain|C0423681|Pain In Lumbar Spine
back pain|C0423682|Mechanical Low Back Pain
back pain|C0423684|Thoracic Back Pain
back pain|C0423685|Acute Thoracic Back Pain
back pain|C0423686|Sacral Back Pain
back pain|C0436551|C/O - Low Back Pain
back pain|C0457949|Chronic Low Back Pain
back pain|C0457950|Acute Low Back Pain
back pain|C0558489|Renal Pain
back pain|C0677061|Pain In Thoracic Spine
back pain|C0699896|Acute Back Pain - Unspecified
back pain|C0740418|Chronic Back Pain
back pain|C0751492|Bilateral Sciatica
back pain|C2895419|Right Side Sciatica
back pain|C2895420|Left Side Sciatica
back pain|C3662084|Chronic Thoracic Back Pain
back pain|C3662826|Lumbar Discogenic Pain
back pain|C4038989|Intractable Low Back Pain
stress|C0038435|Stress
stress|C0038436|Posttraumatic Stress Disorder
stress|C0038443|Psychological Stress
stress|C0086209|Emotional Stress
stress|C0231298|Increased Stress
stress|C0236816|Acute Stress Disorder
stress|C0338910|Stress And Adjustment Reaction
stress|C0558919|Stress At Work
stress|C0730525|Chronic Post-Traumatic Stress Disorder
stress|C0814090|Work Stress (Finding)
fever|C0015967|Fever
fever|C0035021|Relapsing Fever
fever|C0085594|Fever With Chills
fever|C0239574|Low Grade Pyrexia
fever|C0277799|Intermittent Fever
fever|C0424749|Feels Hot/Feverish
fever|C0424755|Fever Symptoms
fever|C0424767|Continuous Fever
fever|C0424768|Prolonged Fever
fever|C0424781|Spiking Fever
fever|C0687681|Feeling Feverish
fever|C0743841|Disorder Characterized By Fever
fever|C1277295|Cough With Fever
swelling|C0013609|Localized Edema
swelling|C0037580|Soft Tissue Swelling
swelling|C0038999|Swelling
swelling|C0151602|Facial Swelling
swelling|C0235324|Dental Swelling
swelling|C0236003|Mucous Membrane Swelling
swelling|C0240520|Swelling Of Nipple
swelling|C0281982|Swelling Of Skin
swelling|C0282005|Swelling Of Scrotum
swelling|C0347940|Chest Swelling
swelling|C0423601|Sensation Of Swelling
swelling|C0424813|Orbital Swelling
swelling|C0474434|Swelling Or Edema
swelling|C0476313|Swelling Of Inguinal Region
swelling|C0478661|Localized Swelling, Mass And Lump, Neck
swelling|C0495679|Localized Swelling, Mass And Lump, Trunk
swelling|C0521464|Edematous Skin
swelling|C0566906|Swelling Of Labia
swelling|C0576177|Swelling Of Ankle Joint
swelling|C0578454|Neck Swelling
swelling|C0581294|Swelling Of Buttock
swelling|C0744631|Swelling Of Head
swelling|C0853619|Localized Swelling
swelling|C1282799|Penile Swelling
swelling|C1527311|Intracranial Swelling
swelling|C2584688|Swelling Of Testicle
swelling|C4751445|Localized Swelling Of Abdominal Wall
bleeding|C0005779|Blood Coagulation Disorder
bleeding|C0017565|Bleeding Gums
bleeding|C0018944|Hematoma
bleeding|C0019080|Hemorrhage
bleeding|C0019081|Hemorrhage Of Rectum And Anus
bleeding|C0029163|Bleeding From Mouth
bleeding|C0151705|Retroperitoneal Hemorrhage
bleeding|C0241292|Subungual Hemorrhage
bleeding|C0241558|Hemorrhage Of Urethra
bleeding|C0241742|Wound Hemorrhage
bleeding|C0265024|Capillary Hemorrhage
bleeding|C0265031|Bleeding Hemorrhoids
bleeding|C0265036|Bleeding Internal Hemorrhoids
bleeding|C0271412|Bleeding From Ear
bleeding|C0333276|Acute Hemorrhage
bleeding|C0333278|Chronic Hemorrhage
bleeding|C0333279|Massive Hemorrhage
bleeding|C0333280|Diffuse Hemorrhage
bleeding|C0333286|Splinter Hemorrhage
bleeding|C0333288|Dissecting Hemorrhage
bleeding|C0340654|Arterial Hemorrhage
bleeding|C0340771|Venous Hemorrhage
bleeding|C0347697|Secondary Hemorrhage
bleeding|C0424561|Bleeds Profusely
bleeding|C0426747|Bleeding From Anus
bleeding|C0567214|Bleeding Cervix
bleeding|C0574741|Bleeding Skin
bleeding|C1533093|Painless Rectal Bleeding
bleeding|C3495440|Break-Through Bleeding
bleeding|C4302018|Bleeding Requiring Transfusion
weight loss|C0006625|Cachexia
weight loss|C0041667|Underweight
weight loss|C0936227|Abnormal Weight Loss
weight loss|C1262477|Weight Decreasing
weight loss|C1563041|Intentional Weight Loss
weight loss|C1828173|Unexplained Weight Loss
weight loss|C1961006|Recent Weight Loss
weight loss|C2363736|Unintentional Weight Loss
abdominal pain|C0000729|Abdominal Cramps
abdominal pain|C0000737|Abdominal Pain
abdominal pain|C0016205|Flatulence, Eructation And Gas Pain
abdominal pain|C0151824|Biliary Colic
abdominal pain|C0221512|Stomach Ache
abdominal pain|C0221727|Pain In Esophagus
abdominal pain|C0232487|Abdominal Discomfort
abdominal pain|C0232491|Chronic Abdominal Pain
abdominal pain|C0232492|Upper Abdominal Pain
abdominal pain|C0232493|Epigastric Pain
abdominal pain|C0232494|Burning Epigastric Pain
abdominal pain|C0232495|Lower Abdominal Pain
abdominal pain|C0232504|Umbilical Pain
abdominal pain|C0235299|Right Upper Quadrant Pain
abdominal pain|C0235309|Upset Stomach
abdominal pain|C0238551|Left Lower Quadrant Pain
abdominal pain|C0238552|Left Upper Quadrant Pain
abdominal pain|C0344304|Generalized Abdominal Pain
abdominal pain|C0344375|Stomach Cramps
abdominal pain|C0423640|Right Flank Pain
abdominal pain|C0423641|Left Flank Pain
abdominal pain|C0423644|Central Abdominal Pain
abdominal pain|C0476289|Abdominal Wind Pain
abdominal pain|C0522061|Localized Abdominal Pain
abdominal pain|C0522067|Liver Pain
abdominal pain|C0522071|Pancreatic Pain
abdominal pain|C0563276|Left Sided Abdominal Pain
abdominal pain|C0563277|Right Sided Abdominal Pain
abdominal pain|C0581869|Abdominal Wall Pain
abdominal pain|C0581870|Hunger Pain
abdominal pain|C0589386|Nonspecific Abdominal Pain
abdominal pain|C0694551|Right Lower Quadrant Pain
abdominal pain|C0740577|Acute Abdominal Pain
abdominal pain|C1096624|Periumbilical Pain
abdominal pain|C1282002|Abdominal Pain - Cause Unknown
abdominal pain|C1291078|Epigastric Discomfort
abdominal pain|C2585575|Recurrent Abdominal Pain
abdominal pain|C2586208|Visceral Abdominal Pain
abdominal pain|C4047369|Intractable Abdominal Pain
dizziness or vertigo|C0012833|Dizziness
dizziness or vertigo|C0042571|Vertigo
dizziness or vertigo|C0155501|Peripheral Vertigo
dizziness or vertigo|C0155502|Benign Paroxysmal Positional Vertigo
dizziness or vertigo|C0155503|Vertigo Of Central Origin
dizziness or vertigo|C0220870|Lightheadedness
dizziness or vertigo|C0234987|Postural Dizziness
dizziness or vertigo|C0259765|Labyrinthine Vertigo
dizziness or vertigo|C0395920|Migrainous Vertigo
dizziness or vertigo|C0476206|Dizziness And Giddiness
dizziness or vertigo|C0522351|Positional Vertigo
dizziness or vertigo|C0522357|Paroxysmal Vertigo
dizziness or vertigo|C0522358|Intermittent Vertigo
dizziness or vertigo|C0522359|Constant Vertigo
dizziness or vertigo|C0522365|Severe Vertigo
dizziness or vertigo|C0750248|Chronic Vertigo
dizziness or vertigo|C0751908|Epidemic Vertigo
dizziness or vertigo|C0857087|Dizzy Spells
chest pain|C0002962|Angina Pectoris
chest pain|C0008031|Chest Pain
chest pain|C0008033|Pleuritic Pain
chest pain|C0008035|Chest Wall Pain
chest pain|C0029537|Other Chest Pain
chest pain|C0232285|Dull Chest Pain
chest pain|C0232288|Chest Pain On Exertion
chest pain|C0232289|Radiating Chest Pain
chest pain|C0232290|Crushing Chest Pain
chest pain|C0262384|Atypical Chest Pain
chest pain|C0340288|Stable Angina
chest pain|C0392685|Chest Pain At Rest
chest pain|C0423634|Central Chest Pain
chest pain|C0423636|Cardiac Chest Pain
chest pain|C0423643|Left Subcostal Pain
chest pain|C0423729|Chest Pain On Breathing
chest pain|C0476278|Anterior Chest Wall Pain
chest pain|C0476280|Musculoskeletal Chest Pain
chest pain|C0476281|Non-Cardiac Chest Pain
chest pain|C0522051|Acute Chest Pain
chest pain|C0541828|Left Sided Chest Pain
chest pain|C0563275|Right Sided Chest Pain
chest pain|C0563278|Upper Chest Pain
chest pain|C0877023|Pain Of Intercostal Space
chest pain|C1299600|Squeezing Chest Pain
chest pain|C1740831|Chronic Chest Pain
weakness|C0004093|Asthenia
weakness|C0427053|Weakness Present
weakness|C0437248|O/E - Paresis (Weakness)
weakness|C3714552|Weakness
constipation|C0009806|Constipation
constipation|C0232710|Chronic Constipation With Overflow
constipation|C0267509|Chronic Idiopathic Constipation
constipation|C0401146|Constipation - Functional
constipation|C0401148|Acute Constipation
constipation|C0401149|Chronic Constipation
constipation|C0729262|Slow Transit Constipation
skin lesion|C0005758|Blister
skin lesion|C0037284|Skin Lesion
skin lesion|C0039446|Telangiectasis
skin lesion|C0041582|Ulcer
skin lesion|C0149751|Lesion Of Penis
skin lesion|C0237849|Peeling Of Skin
skin lesion|C0240575|Lesion Of Skin Of Nose
skin lesion|C0241157|Pustule
skin lesion|C0262595|Pigmented Skin Lesion
skin lesion|C0281980|Injury Of Integument
skin lesion|C0332573|Macule
skin lesion|C0344311|Blistering Eruption
skin lesion|C0575174|Lesion Of Neck
skin lesion|C0577877|Lesion Of Nose
skin lesion|C0578040|Lesion Of Lip
skin lesion|C0578590|Lesion Of Eyelid
skin lesion|C0743775|Lesion Of Face
skin lesion|C0743787|Lesion Of Skin Of Face
skin lesion|C0848332|Spots On Skin
skin lesion|C0877377|Tear Of Skin
skin lesion|C1268666|Circumscribed Lesion
skin lesion|C1302752|Abrasion
skin lesion|C1302869|Exfoliative Lesion
skin lesion|C1519353|Papule Of Skin
skin lesion|C1579830|Blister
skin lesion|C2039236|Lesion Of Skin Of Breast
skin lesion|C2088892|Lesion Of Left Upper Eyelid
skin lesion|C2088893|Lesion Of Lower Eyelid
skin lesion|C2088895|Lesion Of Left Lower Eyelid
skin lesion|C2168530|Ear Lesion
skin lesion|C2168629|Lesion Of Scalp
skin lesion|C2168640|Lesion Of Upper Eyelid
skin lesion|C2219978|Lesion Of Skin Of Foot
skin lesion|C2220104|Blister Of Skin
skin lesion|C2220233|Lesion Of Skin Of Left Ear
skin lesion|C3241942|Sore On Skin
skin lesion|C3814530|Vesicle Of Skin
skin lesion|C3887524|Erosion Of Skin
skin lesion|C4076163|Atypical Pigmented Lesion
skin lesion|C4303018|Lesion Of Left Eyelid
skin lesion|C4750279|Lesion Of Left Ear
wheezing|C0035508|Wheeze - Rhonchi
wheezing|C0043144|Wheezing
wheezing|C0231874|Inspiratory Wheezing
wheezing|C0231875|Expiratory Wheezing
rash|C0015230|Eruption
rash|C0033771|Pruritic Rash
rash|C0036830|Serum Rash
rash|C0085077|Acute Febrile Neutrophilic Dermatosis
rash|C0085641|Pustular Rash
rash|C0151882|Purpuric Rash
rash|C0162848|Lichenoid Eruption
rash|C0175167|Acneiform Eruption
rash|C0221201|Macular Rash
rash|C0234913|Erythematous Rash
rash|C0239785|Rash Of Groin
rash|C0240942|Rash Of Scalp
rash|C0263237|Vesicular Eruption
rash|C0277942|Butterfly Rash
rash|C0302295|Eruption
rash|C0423791|Maculopapular Rash
rash|C0436562|C/O
rash|C0497364|Localized Eruption Of Skin
rash|C0497365|Generalized Rash
rash|C0521160|Psoriasiform Rash
rash|C1303032|Blanching Rash
rash|C3828435|Pustular Eruption
rash|C5395697|Eruption Of Skin Present
insomnia|C0021607|Insomnia Disorder Related To Known Organic Factor
insomnia|C0033139|Primary Insomnia
insomnia|C0037316|Sleep Deprivation
insomnia|C0037317|Disturbance In Sleep Behavior
insomnia|C0150079|Sleep Pattern Disturbance
insomnia|C0159030|Insomnia With Sleep Apnea
insomnia|C0235160|Restless Sleep
insomnia|C0235162|Difficulty Sleeping
insomnia|C0393758|Persistent Insomnia
insomnia|C0393760|Initial Insomnia
insomnia|C0393761|Middle Insomnia
insomnia|C0393770|Sleep-Wake Schedule Disorder, Delayed Phase Type
insomnia|C0393774|Sleep Related Bruxism
insomnia|C0424565|Cannot Sleep At All
insomnia|C0424566|Not Getting Enough Sleep
insomnia|C0541798|Terminal Insomnia
insomnia|C0751249|Chronic Insomnia
insomnia|C0752290|Inadequate Sleep Hygiene
insomnia|C0917801|Insomnia
insomnia|C1277595|Poor Sleep Pattern
insomnia|C1561841|Adjustment Insomnia
insomnia|C1561892|Organic Sleep Disorder
insomnia|C3661804|Insomnia Due To Anxiety And Fear
pain in extremities|C0016512|Foot Pain
pain in extremities|C0023222|Pain In Lower Limb
pain in extremities|C0030196|Pain In Limb
pain in extremities|C0221785|Pain In Wrist
pain in extremities|C0231780|Heel Pain
pain in extremities|C0231786|Plantar Heel Pain
pain in extremities|C0231787|Posterior Heel Pain
pain in extremities|C0239266|Pain In Elbow
pain in extremities|C0239377|Pain In Upper Limb
pain in extremities|C0239589|Pain In Finger
pain in extremities|C0239667|Pain In Forearm
pain in extremities|C0239833|Hand Pain
pain in extremities|C0241374|Thigh Pain
pain in extremities|C0241394|Pain In Thumb
pain in extremities|C0241416|Pain In Toe
pain in extremities|C0564820|Pain In Left Arm
pain in extremities|C0564821|Pain In Right Arm
pain in extremities|C0564822|Pain In Left Lower Limb
pain in extremities|C0564823|Pain In Right Lower Limb
pain in extremities|C1960993|Pain Radiating To Right Shoulder
pain in extremities|C2016977|Pain In Right Foot
pain in extremities|C2032151|Pain In Bilateral Lower Legs
pain in extremities|C2032293|Bilateral Calf Pain
pain in extremities|C2032333|Pain Of Left Upper Arm
pain in extremities|C2032349|Pain Of Left Heel
pain in extremities|C2032351|Pain Of Left Hand
pain in extremities|C2032367|Pain Of Left Calf
pain in extremities|C2032401|Pain Of Right Upper Arm
pain in extremities|C2032418|Pain In Right Heel
pain in extremities|C2032420|Pain In Right Hand
pain in extremities|C2032437|Pain Of Right Calf
pain in extremities|C2126411|Pain Of Right Forearm
pain in extremities|C2126412|Pain Of Left Forearm
pain in extremities|C2126424|Pain In Both Feet
pain in extremities|C2141243|Pain In Left Foot
pain in extremities|C2167935|Pain Of Left Wrist
pain in extremities|C2895043|Pain Of Right Wrist
pain in extremities|C2896456|Pain Of Left Thigh
pain in extremities|C3839854|Chronic Ankle Pain
pain in extremities|C3873641|Pain Due To Varicose Veins Of Lower Extremity
pain in extremities|C4047530|Bilateral Thumb Pain
pain in extremities|C4047546|Bilateral Wrist Pain
pain in extremities|C4047547|Bilateral Heel Pain
pain in extremities|C4280824|Pain Of Toe Of Left Foot
pain in extremities|C4280825|Pain Of Toe Of Right Foot
pain in extremities|C4280993|Pain In Finger Of Left Hand
pain in extremities|C4751092|Pain Of Left Lower Leg
